id,name_id,full_name,first_name,middle_name,last_name,gender,party_id,party_name,abbrv,office,b ,ward_pr_order,researcher ,note_fb,fb_url,note_ig,instagram_url,note_tw,twitter_url,note_tk,tiktok_url,note_yt,YouTube_url,note_li,LinkedIn_url,note_web,website,note_wiki,wikipedia_url,note_wa,wa_numbers,note_te,telegram,notes
pers_53867,thabang_johannes_matlatse,THABANG JOHANNES MATLATSE,THABANG,JOHANNES,MATLATSE,,pty_01,Independent,INDEPENDENT,Local Ward Candidate,LIM354 - Polokwane MOLEMOLE,4,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53868,karabo_ronny_moshaga,KARABO RONNY MOSHAGA,KARABO,RONNY,MOSHAGA,,pty_01,Independent,INDEPENDENT,Local Ward Candidate,LIM354 - Polokwane MOLEMOLE,5,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53869,thabo_donald_chuene,THABO DONALD CHUENE,THABO,DONALD,CHUENE,,pty_01,Independent,INDEPENDENT,Local PR Candidate,LIM354 - Polokwane MOLEMOLE,93504001,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53870,phakiso_jacob_maja,PHAKISO JACOB MAJA,PHAKISO,JACOB,MAJA,,pty_01,Independent,INDEPENDENT,Local PR Candidate,LIM354 - Polokwane MOLEMOLE,93504002,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53871,matome_joyce_photo,MATOME JOYCE PHOTO,MATOME,JOYCE,PHOTO,,pty_01,Independent,INDEPENDENT,Local PR Candidate,LIM354 - Polokwane MOLEMOLE,93504010,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53872,mamadupe_antony_mahlakwana,MAMADUPE ANTONY MAHLAKWANA,MAMADUPE,ANTONY,MAHLAKWANA,,pty_01,Independent,INDEPENDENT,Local PR Candidate,LIM354 - Polokwane MOLEMOLE,93504023,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53873,precious_lesiba_kutumela,PRECIOUS LESIBA KUTUMELA,PRECIOUS,LESIBA,KUTUMELA,,pty_01,Independent,INDEPENDENT,Local PR Candidate,LIM354 - Polokwane MOLEMOLE,93504035,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53874,tshiangwa_adolphina_mani,TSHIANGWA ADOLPHINA MANI,TSHIANGWA,ADOLPHINA,MANI,,pty_352,Moshabi Party,MOSHABI,Local Ward Candidate,LIM354 - Polokwane,1,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53875,thabang_jean_pierre_mani,THABANG JEAN PIERRE MANI,THABANG,JEAN PIERRE,MANI,,pty_352,Moshabi Party,MOSHABI,Local PR Candidate,LIM354 - Polokwane,93504019,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53876,tshepo_donald_mohlala,TSHEPO DONALD MOHLALA,TSHEPO,DONALD,MOHLALA,,pty_357,Movement For Total Liberation,MTL,Local Ward Candidate,LIM354 - Polokwane,2,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53877,sammy_samuel_seleka,SAMMY SAMUEL SELEKA,SAMMY,SAMUEL,SELEKA,,pty_357,Movement For Total Liberation,MTL,Local Ward Candidate,LIM354 - Polokwane,4,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53878,ledile_elizabeth_ndadza,LEDILE ELIZABETH NDADZA,LEDILE,ELIZABETH,NDADZA,,pty_357,Movement For Total Liberation,MTL,Local Ward Candidate,LIM354 - Polokwane,5,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53879,phuti_lordwick_sebola,PHUTI LORDWICK SEBOLA,PHUTI,LORDWICK,SEBOLA,,pty_357,Movement For Total Liberation,MTL,Local Ward Candidate,LIM354 - Polokwane,6,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53880,masilo_david_masenya,MASILO DAVID MASENYA,MASILO,DAVID,MASENYA,,pty_357,Movement For Total Liberation,MTL,Local Ward Candidate,LIM354 - Polokwane,7,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53881,sello_maxwell_manaka,SELLO MAXWELL MANAKA,SELLO,MAXWELL,MANAKA,,pty_357,Movement For Total Liberation,MTL,Local Ward Candidate,LIM354 - Polokwane,8,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53882,mathilda_mabotja_maeta,MATHILDA MABOTJA MAETA,MATHILDA,MABOTJA,MAETA,,pty_357,Movement For Total Liberation,MTL,Local Ward Candidate,LIM354 - Polokwane,9,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53883,ngoako_dina_teffu,NGOAKO DINA TEFFU,NGOAKO,DINA,TEFFU,,pty_357,Movement For Total Liberation,MTL,Local Ward Candidate,LIM354 - Polokwane,10,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53884,tjatji_eric_manthata,TJATJI ERIC MANTHATA,TJATJI,ERIC,MANTHATA,,pty_357,Movement For Total Liberation,MTL,Local Ward Candidate,LIM354 - Polokwane,11,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53885,ezekiel_mmanabile_tladi,EZEKIEL MMANABILE TLADI,EZEKIEL,MMANABILE,TLADI,,pty_357,Movement For Total Liberation,MTL,Local PR Candidate,LIM354 - Polokwane,93504005,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53886,nchabile_joel_malatji,NCHABILE JOEL MALATJI,NCHABILE,JOEL,MALATJI,,pty_357,Movement For Total Liberation,MTL,Local PR Candidate,LIM354 - Polokwane,93504007,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53887,chuene_davis_makibelo,CHUENE DAVIS MAKIBELO,CHUENE,DAVIS,MAKIBELO,,pty_357,Movement For Total Liberation,MTL,Local PR Candidate,LIM354 - Polokwane,93504009,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53888,mokgadi_jacky_mokgehle,MOKGADI JACKY MOKGEHLE,MOKGADI,JACKY,MOKGEHLE,,pty_357,Movement For Total Liberation,MTL,Local PR Candidate,LIM354 - Polokwane,93504011,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53889,nare_herman_phologa,NARE HERMAN PHOLOGA,NARE,HERMAN,PHOLOGA,,pty_357,Movement For Total Liberation,MTL,Local PR Candidate,LIM354 - Polokwane,93504016,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53890,mosheleshele_william_thosago,MOSHELESHELE WILLIAM THOSAGO,MOSHELESHELE,WILLIAM,THOSAGO,,pty_357,Movement For Total Liberation,MTL,Local PR Candidate,LIM354 - Polokwane,93504029,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53891,mmatlou_eva_sepape,MMATLOU EVA SEPAPE,MMATLOU,EVA,SEPAPE,,pty_357,Movement For Total Liberation,MTL,Local PR Candidate,LIM354 - Polokwane,93504036,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53892,makgoba_joseph_molepo,MAKGOBA JOSEPH MOLEPO,MAKGOBA,JOSEPH,MOLEPO,,pty_380,National Restoration Party,NRP,Local Ward Candidate,LIM354 - Polokwane,1,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53893,charles_madikoto_seopa,CHARLES MADIKOTO SEOPA,CHARLES,MADIKOTO,SEOPA,,pty_380,National Restoration Party,NRP,Local Ward Candidate,LIM354 - Polokwane,2,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53894,nakedi_hilda_molepo,NAKEDI HILDA MOLEPO,NAKEDI,HILDA,MOLEPO,,pty_380,National Restoration Party,NRP,Local Ward Candidate,LIM354 - Polokwane,3,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53895,samson_lesiba_nkuna,SAMSON LESIBA NKUNA,SAMSON,LESIBA,NKUNA,,pty_380,National Restoration Party,NRP,Local PR Candidate,LIM354 - Polokwane,93504001,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53896,lesiba_leonard_dikotla,LESIBA LEONARD DIKOTLA,LESIBA,LEONARD,DIKOTLA,,pty_380,National Restoration Party,NRP,Local PR Candidate,LIM354 - Polokwane,93504004,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53897,molai_johannes_maake,MOLAI JOHANNES MAAKE,MOLAI,JOHANNES,MAAKE,,pty_380,National Restoration Party,NRP,Local PR Candidate,LIM354 - Polokwane,93504005,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53898,meltonia_mokgatjane_sethosa,MELTONIA MOKGATJANE SETHOSA,MELTONIA,MOKGATJANE,SETHOSA,,pty_398,Organic Humanity Movement,OHM,Local Ward Candidate,LIM354 - Polokwane,1,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53899,pazarell_winnie_makgeledisa_mphahlele,PAZARELL WINNIE MAKGELEDISA MPHAHLELE,PAZARELL,WINNIE MAKGELEDISA,MPHAHLELE,,pty_403,Pan Africanist Congress Of Azania,PAC,Local Ward Candidate,LIM354 - Polokwane,1,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53900,phuti_tshepo_herman_lebese,PHUTI TSHEPO HERMAN LEBESE,PHUTI,TSHEPO HERMAN,LEBESE,,pty_403,Pan Africanist Congress Of Azania,PAC,Local Ward Candidate,LIM354 - Polokwane,3,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53901,jennifer_southern,JENNIFER SOUTHERN,JENNIFER,,SOUTHERN,,pty_405,Patriotic Alliance,PA,Local Ward Candidate,LIM354 - Polokwane,1,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53902,david_andrew_adonis,DAVID ANDREW ADONIS,DAVID,ANDREW,ADONIS,,pty_405,Patriotic Alliance,PA,Local Ward Candidate,LIM354 - Polokwane,3,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53903,piet_lukas,PIET LUKAS,PIET,,LUKAS,,pty_405,Patriotic Alliance,PA,Local Ward Candidate,LIM354 - Polokwane,4,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53904,lionel_pietersen,LIONEL PIETERSEN,LIONEL,,PIETERSEN,,pty_405,Patriotic Alliance,PA,Local Ward Candidate,LIM354 - Polokwane,5,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53905,wilma_wilson,WILMA WILSON,WILMA,,WILSON,,pty_405,Patriotic Alliance,PA,Local Ward Candidate,LIM354 - Polokwane,6,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53906,matsheladithole_jerry_maleka,MATSHELADITHOLE JERRY MALEKA,MATSHELADITHOLE,JERRY,MALEKA,,pty_405,Patriotic Alliance,PA,Local Ward Candidate,LIM354 - Polokwane,7,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53907,kholofelo_khalo,KHOLOFELO KHALO,KHOLOFELO,,KHALO,,pty_405,Patriotic Alliance,PA,Local Ward Candidate,LIM354 - Polokwane,8,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53908,mampe_caroline_motloutsi,MAMPE CAROLINE MOTLOUTSI,MAMPE,CAROLINE,MOTLOUTSI,,pty_405,Patriotic Alliance,PA,Local PR Candidate,LIM354 - Polokwane,93504003,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53909,dimakatso_clifford_mothapo,DIMAKATSO CLIFFORD MOTHAPO,DIMAKATSO,CLIFFORD,MOTHAPO,,pty_405,Patriotic Alliance,PA,Local PR Candidate,LIM354 - Polokwane,93504005,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53910,raesibe_evah_nkoana,RAESIBE EVAH NKOANA,RAESIBE,EVAH,NKOANA,,pty_405,Patriotic Alliance,PA,Local PR Candidate,LIM354 - Polokwane,93504006,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53911,tshepo_prince_madia,TSHEPO PRINCE MADIA,TSHEPO,PRINCE,MADIA,,pty_405,Patriotic Alliance,PA,Local PR Candidate,LIM354 - Polokwane,93504007,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53912,puleng_eliot_ndhlovu,PULENG ELIOT NDHLOVU,PULENG,ELIOT,NDHLOVU,,pty_405,Patriotic Alliance,PA,Local PR Candidate,LIM354 - Polokwane,93504010,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53913,ronny_mmachuene_dipela,RONNY MMACHUENE DIPELA,RONNY,MMACHUENE,DIPELA,,pty_405,Patriotic Alliance,PA,Local PR Candidate,LIM354 - Polokwane,93504011,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53914,marcus_mokhwela_ralefeta,MARCUS MOKHWELA RALEFETA,MARCUS,MOKHWELA,RALEFETA,,pty_405,Patriotic Alliance,PA,Local PR Candidate,LIM354 - Polokwane,93504013,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53915,lesego_christopher_mphela,LESEGO CHRISTOPHER MPHELA,LESEGO,CHRISTOPHER,MPHELA,,pty_405,Patriotic Alliance,PA,Local PR Candidate,LIM354 - Polokwane,93504016,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53916,victor_robert_arnold_southon,VICTOR ROBERT ARNOLD SOUTHON,VICTOR,ROBERT ARNOLD,SOUTHON,,pty_405,Patriotic Alliance,PA,Local PR Candidate,LIM354 - Polokwane,93504019,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53917,sekgalaweme_aubrey_rammala,SEKGALAWEME AUBREY RAMMALA,SEKGALAWEME,AUBREY,RAMMALA,,pty_405,Patriotic Alliance,PA,Local PR Candidate,LIM354 - Polokwane,93504020,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53918,dillon_juandr_adonis,DILLON JUANDRÉ ADONIS,DILLON,JUANDRÉ,ADONIS,,pty_405,Patriotic Alliance,PA,Local PR Candidate,LIM354 - Polokwane,93504023,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53919,andrew_mongatane_ragedi,ANDREW MONGATANE RAGEDI,ANDREW,MONGATANE,RAGEDI,,pty_405,Patriotic Alliance,PA,Local PR Candidate,LIM354 - Polokwane,93504025,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53920,mankgopo_cate_mohlala,MANKGOPO CATE MOHLALA,MANKGOPO,CATE,MOHLALA,,pty_405,Patriotic Alliance,PA,Local PR Candidate,LIM354 - Polokwane,93504026,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53921,sewela_martha_mpana,SEWELA MARTHA MPANA,SEWELA,MARTHA,MPANA,,pty_405,Patriotic Alliance,PA,Local PR Candidate,LIM354 - Polokwane,93504027,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53922,moshe_emmanoel_kwata,MOSHE EMMANOEL KWATA,MOSHE,EMMANOEL,KWATA,,pty_405,Patriotic Alliance,PA,Local PR Candidate,LIM354 - Polokwane,93504036,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53923,maboko_lazarus_kganyago,MABOKO LAZARUS KGANYAGO,MABOKO,LAZARUS,KGANYAGO,,pty_449,Rise Mzansi,RISE,Local Ward Candidate,LIM354 - Polokwane,1,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53924,ngoanetjale_refiloe_mothapo,NGOANETJALE REFILOE MOTHAPO,NGOANETJALE,REFILOE,MOTHAPO,,pty_449,Rise Mzansi,RISE,Local PR Candidate,LIM354 - Polokwane,93504001,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53925,motsipiri_reitumetse_mothapo,MOTSIPIRI REITUMETSE MOTHAPO,MOTSIPIRI,REITUMETSE,MOTHAPO,,pty_449,Rise Mzansi,RISE,Local PR Candidate,LIM354 - Polokwane,93504005,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53926,manake_joseph_modiba,MANAKE JOSEPH MODIBA,MANAKE,JOSEPH,MODIBA,,pty_449,Rise Mzansi,RISE,Local PR Candidate,LIM354 - Polokwane,93504006,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53927,karabo_semole_johanna_ndlovu,KARABO SEMOLE JOHANNA NDLOVU,KARABO,SEMOLE JOHANNA,NDLOVU,,pty_449,Rise Mzansi,RISE,Local PR Candidate,LIM354 - Polokwane,93504008,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53928,tebatso_michelle_baloyi,TEBATSO MICHELLE BALOYI,TEBATSO,MICHELLE,BALOYI,,pty_449,Rise Mzansi,RISE,Local PR Candidate,LIM354 - Polokwane,93504010,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53929,raisibe_maria_chueu,RAISIBE MARIA CHUEU,RAISIBE,MARIA,CHUEU,,pty_449,Rise Mzansi,RISE,Local PR Candidate,LIM354 - Polokwane,93504011,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53930,shane_mogale,SHANE MOGALE,SHANE,,MOGALE,,pty_449,Rise Mzansi,RISE,Local PR Candidate,LIM354 - Polokwane,93504012,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53931,potego_cyril_shadung,POTEGO CYRIL SHADUNG,POTEGO,CYRIL,SHADUNG,,pty_449,Rise Mzansi,RISE,Local PR Candidate,LIM354 - Polokwane,93504013,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53932,kwenadi_rosinah_malungane,KWENADI ROSINAH MALUNGANE,KWENADI,ROSINAH,MALUNGANE,,pty_449,Rise Mzansi,RISE,Local PR Candidate,LIM354 - Polokwane,93504014,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53933,thapelo_kgabo_kola,THAPELO KGABO KOLA,THAPELO,KGABO,KOLA,,pty_449,Rise Mzansi,RISE,Local PR Candidate,LIM354 - Polokwane,93504015,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53934,mahlodi_rachel_thabana,MAHLODI RACHEL THABANA,MAHLODI,RACHEL,THABANA,,pty_449,Rise Mzansi,RISE,Local PR Candidate,LIM354 - Polokwane,93504023,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53935,kobela_cymenthar_matlou,KOBELA CYMENTHAR MATLOU,KOBELA,CYMENTHAR,MATLOU,,pty_449,Rise Mzansi,RISE,Local PR Candidate,LIM354 - Polokwane,93504025,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53936,mokibelo_hendrick_ramalepe,MOKIBELO HENDRICK RAMALEPE,MOKIBELO,HENDRICK,RAMALEPE,,pty_449,Rise Mzansi,RISE,Local PR Candidate,LIM354 - Polokwane,93504026,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53937,degratia_kgaugelo_mothapo,DEGRATIA KGAUGELO MOTHAPO,DEGRATIA,KGAUGELO,MOTHAPO,,pty_449,Rise Mzansi,RISE,Local PR Candidate,LIM354 - Polokwane,93504027,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53938,khutso_samson_kobe,KHUTSO SAMSON KOBE,KHUTSO,SAMSON,KOBE,,pty_449,Rise Mzansi,RISE,Local PR Candidate,LIM354 - Polokwane,93504028,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53939,marothi_enos_letsoalo,MAROTHI ENOS LETSOALO,MAROTHI,ENOS,LETSOALO,,pty_449,Rise Mzansi,RISE,Local PR Candidate,LIM354 - Polokwane,93504029,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53940,asnate_mologadi_mogale,ASNATE MOLOGADI MOGALE,ASNATE,MOLOGADI,MOGALE,,pty_449,Rise Mzansi,RISE,Local PR Candidate,LIM354 - Polokwane,93504031,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53941,matome_dukes_evans_monyetsoale,MATOME DUKES EVANS MONYETSOALE,MATOME,DUKES EVANS,MONYETSOALE,,pty_449,Rise Mzansi,RISE,Local PR Candidate,LIM354 - Polokwane,93504032,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53942,makoma_violet_masekwameng,MAKOMA VIOLET MASEKWAMENG,MAKOMA,VIOLET,MASEKWAMENG,,pty_449,Rise Mzansi,RISE,Local PR Candidate,LIM354 - Polokwane,93504033,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53943,leshate_ishmael_sehoana,LESHATE ISHMAEL SEHOANA,LESHATE,ISHMAEL,SEHOANA,,pty_449,Rise Mzansi,RISE,Local PR Candidate,LIM354 - Polokwane,93504034,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53944,tshamaano_lisbeth_masilompana,TSHAMAANO LISBETH MASILOMPANA,TSHAMAANO,LISBETH,MASILOMPANA,,pty_449,Rise Mzansi,RISE,Local PR Candidate,LIM354 - Polokwane,93504037,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53945,rachel_masechaba_mogano,RACHEL MASECHABA MOGANO,RACHEL,MASECHABA,MOGANO,,pty_449,Rise Mzansi,RISE,Local PR Candidate,LIM354 - Polokwane,93504038,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53946,maletsau_cloupas_kganyago,MALETSAU CLOUPAS KGANYAGO,MALETSAU,CLOUPAS,KGANYAGO,,pty_449,Rise Mzansi,RISE,Local PR Candidate,LIM354 - Polokwane,93504040,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53947,isaac_lesiba_tuuba,ISAAC LESIBA TUUBA,ISAAC,LESIBA,TUUBA,,pty_449,Rise Mzansi,RISE,Local PR Candidate,LIM354 - Polokwane,93504041,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53948,lesiba_charlotte_galane,LESIBA CHARLOTTE GALANE,LESIBA,CHARLOTTE,GALANE,,pty_449,Rise Mzansi,RISE,Local PR Candidate,LIM354 - Polokwane,93504042,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53949,mmatlou_queen_manamela,MMATLOU QUEEN MANAMELA,MMATLOU,QUEEN,MANAMELA,,pty_568,Rise Up Africa / Tsoga Africa,RUA,Local Ward Candidate,LIM354 - Polokwane,4,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53950,raesibe_merriam_simango,RAESIBE MERRIAM SIMANGO,RAESIBE,MERRIAM,SIMANGO,,pty_568,Rise Up Africa / Tsoga Africa,RUA,Local Ward Candidate,LIM354 - Polokwane,5,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53951,maime_donald_mphahlele,MAIME DONALD MPHAHLELE,MAIME,DONALD,MPHAHLELE,,pty_568,Rise Up Africa / Tsoga Africa,RUA,Local PR Candidate,LIM354 - Polokwane,93504003,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53952,kwena_johannes_ralefatana,KWENA JOHANNES RALEFATANA,KWENA,JOHANNES,RALEFATANA,,pty_568,Rise Up Africa / Tsoga Africa,RUA,Local PR Candidate,LIM354 - Polokwane,93504009,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53953,patricia_kgabo_manakana,PATRICIA KGABO MANAKANA,PATRICIA,KGABO,MANAKANA,,pty_568,Rise Up Africa / Tsoga Africa,RUA,Local PR Candidate,LIM354 - Polokwane,93504011,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53954,lesetja_peter_mokgotho,LESETJA PETER MOKGOTHO,LESETJA,PETER,MOKGOTHO,,pty_568,Rise Up Africa / Tsoga Africa,RUA,Local PR Candidate,LIM354 - Polokwane,93504012,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53955,hans_masea_maswanganyi,HANS MASEA MASWANGANYI,HANS,MASEA,MASWANGANYI,,pty_568,Rise Up Africa / Tsoga Africa,RUA,Local PR Candidate,LIM354 - Polokwane,93504014,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53956,molatelo_sebola,MOLATELO SEBOLA,MOLATELO,,SEBOLA,,pty_459,Sebotha Community Party,SCP,Local Ward Candidate,LIM354 - Polokwane,1,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53957,katlego_mathekga,KATLEGO MATHEKGA,KATLEGO,,MATHEKGA,,pty_459,Sebotha Community Party,SCP,Local Ward Candidate,LIM354 - Polokwane,2,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53958,divinity_siphesihle_nkosi,DIVINITY SIPHESIHLE NKOSI,DIVINITY,SIPHESIHLE,NKOSI,,pty_459,Sebotha Community Party,SCP,Local Ward Candidate,LIM354 - Polokwane,3,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53959,papi_mphahlele,PAPI MPHAHLELE,PAPI,,MPHAHLELE,,pty_459,Sebotha Community Party,SCP,Local Ward Candidate,LIM354 - Polokwane,4,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53960,enock_thabang_rasekgwalo,ENOCK THABANG RASEKGWALO,ENOCK,THABANG,RASEKGWALO,,pty_459,Sebotha Community Party,SCP,Local Ward Candidate,LIM354 - Polokwane,5,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53961,pitso_phuti_rankapole,PITSO PHUTI RANKAPOLE,PITSO,PHUTI,RANKAPOLE,,pty_459,Sebotha Community Party,SCP,Local Ward Candidate,LIM354 - Polokwane,6,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53962,kamogelo_thopola_makgotiho,KAMOGELO THOPOLA MAKGOTIHO,KAMOGELO,THOPOLA,MAKGOTIHO,,pty_459,Sebotha Community Party,SCP,Local Ward Candidate,LIM354 - Polokwane,7,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53963,itumeleng_malatji,ITUMELENG MALATJI,ITUMELENG,,MALATJI,,pty_459,Sebotha Community Party,SCP,Local Ward Candidate,LIM354 - Polokwane,8,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53964,edgar_rudzani_mulea,EDGAR RUDZANI MULEA,EDGAR,RUDZANI,MULEA,,pty_459,Sebotha Community Party,SCP,Local Ward Candidate,LIM354 - Polokwane,9,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53965,chuene_william_dissagree_malebana,CHUENE WILLIAM DISSAGREE MALEBANA,CHUENE,WILLIAM DISSAGREE,MALEBANA,,pty_488,South African Communist Party,SACP,Local Ward Candidate,LIM354 - Polokwane,1,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53966,molatela_grace_mohlala,MOLATELA GRACE MOHLALA,MOLATELA,GRACE,MOHLALA,,pty_488,South African Communist Party,SACP,Local Ward Candidate,LIM354 - Polokwane,2,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53967,moloto_johannes_malebana,MOLOTO JOHANNES MALEBANA,MOLOTO,JOHANNES,MALEBANA,,pty_488,South African Communist Party,SACP,Local Ward Candidate,LIM354 - Polokwane,3,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53968,nkwete_kaiser_matome,NKWETE KAISER MATOME,NKWETE,KAISER,MATOME,,pty_488,South African Communist Party,SACP,Local Ward Candidate,LIM354 - Polokwane,5,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53969,moshibudi_johanna_sekgatsa,MOSHIBUDI JOHANNA SEKGATSA,MOSHIBUDI,JOHANNA,SEKGATSA,,pty_488,South African Communist Party,SACP,Local Ward Candidate,LIM354 - Polokwane,6,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
pers_53970,risham_maharaj,RISHAM MAHARAJ,RISHAM,,MAHARAJ,,pty_488,South African Communist Party,SACP,Local Ward Candidate,LIM354 - Polokwane,8,Timishka Doolabh,,,,,,,,,,,,,,,,,,,,,
